Multicorner Timing Analysis Worst-Case Slack: Setup
Exploration Point,clk_div:divider|count[27],fclk|fclk_inst|altera_pll_i|general[0].gpll~PLL_OUTPUT_COUNTER|divclk,Worst-Case Slack
dse1_base,-1.105,-5.863,-5.863
